"","Metabolite","KEGG_ID","Gene_Count","Structural_Score","Normalized_Score"
"672","Inositol 1,3,4,5-tetraphosphate","C01272",8,0.000322982613065644,0.0314369743383894
"506","Dihydrobiopterin","C02953",7,0.000317993619259284,0.0309513789412369
"708","L-Glutamine","C00064",26,0.000307499993411614,0.0299299993587304
"832","Octadecanol","D01924",5,0.000303951367781155,0.0295845997973658
"156","3-Phosphoglyceric acid","C00597",8,0.000299760191846523,0.0291766586730616
"877","Phenylethylamine","C05332",7,0.000297619047619048,0.028968253968254
"1018","TG(16:0/16:0/18:0)[iso3]","C00422",27,0.000294694870714112,0.0286836340828402
"477","Deoxyadenosine","C00559",6,0.000290360046457607,0.0282617111885405
"1016","TG(10:0/10:0/10:0)[iso]","None",23,0.000289700019499085,0.0281974685645776
"1057","Uridine diphosphate glucuronic acid","C00167",34,0.000284088978760934,0.0276513272660643
"1056","Uridine diphosphate glucose","C00029",15,0.000277211343079607,0.0269819040597484
"410","Cob(I)alamin","C00853",3,0.000263504611330698,0.0256477821695213
"164","3'-Ketolactose","C05403",2,0.000259470679813181,0.025255146168483
"581","Ganglioside GA2 (d18:1/12:0)","C06135",10,0.00025850570621057,0.0251612220711622
"710","L-Kynurenine","C00328",8,0.000257201646090535,0.0250342935528121
"39","10-Formyltetrahydrofolate","C00234",8,0.000251574237178319,0.0244865590853564
"1044","Ubiquinol 8","None",6,0.000251004016064257,0.0244310575635877
"1026","Thymidine","C00214",7,0.000248880039820806,0.0242243238758918
"398","Chondroitin","C00401",12,0.000248756218905473,0.024212271973466
"701","L-Cystine","C00491",6,0.00024330900243309,0.0236820762368208
"749","LysoSM(d18:1)","C03640",10,0.000236406619385343,0.02301024428684
"655","Hydroxycobalamin","C08230",9,0.000235983018591714,0.0229690138095935
"752","Malonyl-CoA","C00083",11,0.000220553011351749,0.0214671597715702
"472","dCMP","C00239",8,0.000217770034843206,0.0211962833914053
"481","Deoxycytidine","C00881",8,0.000217770034843206,0.0211962833914053
"870","PE(P-16:0e/16:0)","C04756",36,0.000210190754933255,0.0204585668135035
"868","PE(O-18:1(1Z)/20:4(5Z,8Z,11Z,14Z))","C00350",37,0.000204509923718843,0.0199056325753007
"89","2-Methoxyestradiol","C05302",19,0.000198235702249975,0.0192949416856643
"613","Glycerol 3-phosphate","C00093",14,0.000196502259775987,0.0191262199515294
"935","QH2","C00390",30,0.000193228764949422,0.0188075997884104
"413","Coenzyme Q10","C11378",8,0.000188253012048193,0.0183232931726908
"1045","Ubiquinone-1","C00399",31,0.000186995578983312,0.0182009030210424
"970","Selenocysteine","C05688",17,0.000181274358741956,0.017644037584217
"866","PC(dm16:0/dm16:0)","None",38,0.000180615316899167,0.0175798908448522
"354","Bilirubin","C00486",25,0.000174193390212808,0.0169548233140466
"580","Ganglioside GA1 (d18:1/12:0)","C06136",3,0.000172980453208787,0.016836764112322
"427","Cysteinylglycine","C01419",6,0.000172354360565322,0.016775824428358
"1001","Taurine","C00245",10,0.000168350168350168,0.0163860830527497
"646","Hyaluronan","None",13,0.000167516724749183,0.0163049612089204
"554","Etiocholanolone","C04373",19,0.000162946064852534,0.0158600836456466
"695","L-Alanine","C00041",19,0.000154344806297268,0.0150228944796008
"429","Cytidine monophosphate","C00055",31,0.000133186939471432,0.0129635287752193
"918","PS(16:0/16:0)","C02737",34,0.00013166240458628,0.0128151407130646
"732","Liothyronine","C02465",7,0.000126087504728281,0.0122725171268861
"847","Oxidized glutathione","C00127",10,0.000103412616339193,0.0100654946570148
"869","PE(P-16:0e/0:0)","None",27,9.64477044914679e-05,0.00938757657050288
"139","3-Methoxy-4-hydroxyphenylglycol glucuronide","C03033",16,9.60061443932412e-05,0.00934459805427547
"289","Adenosine diphosphate ribose","C00301",7,9.5047999239616e-05,0.00925133859265596
"355","Bilirubin diglucuronide","C05787",17,9.03587241348152e-05,0.00879491581578868
"2","(13E)-11a-Hydroxy-9,15-dioxoprost-13-enoic acid","C04654",1,0,0
"9","(E)-3-(2,3-Dihydroxyphenyl)-2-propenoic acid","C12623",2,0,0
"10","(N-acetylneuraminosyl(a2-6)lactosamine)","C04886",2,0,0
"12","(R)-b-aminoisobutyric acid","C01205",1,0,0
"18","(S)-5-Diphosphomevalonic acid","C01143",1,0,0
"19","(S)-b-aminoisobutyric acid","C03284",1,0,0
"23","(S)-Ureidoglycolic acid","C00603",1,0,0
"32","1-Phosphatidyl-1D-myo-inositol 3-phosphate","C04549",3,0,0
"35","1,2-Dihydroxy-3-keto-5-methylthiopentene","C15606",1,0,0
"36","1,2,3-Propanetricarboxylic acid","C19806",1,0,0
"40","11-cis-Retinaldehyde","C02110",1,0,0
"41","11-cis-Retinol","C00899",6,0,0
"46","11b-PGF2a","C05959",1,0,0
"49","12(R)-HPETE","C14812",1,0,0
"50","12(S)-HPETE","C05965",1,0,0
"52","13-cis-Retinoic acid","D00348",1,0,0
"57","15(S)-HETE","C04742",5,0,0
"69","1D-Myo-inositol 1,3-bisphosphate","C04062",2,0,0
"70","1D-Myo-inositol 1,3,4,6-tetrakisphosphate","C04477",1,0,0
"72","1D-Myo-inositol 1,4,5,6-tetrakisphosphate","C11555",1,0,0
"73","1D-myo-Inositol 3-phosphate","C04006",4,0,0
"75","2-(3-Carboxy-3-(methylammonio)propyl)-L-histidine","C04692",1,0,0
"78","2-Amino-3-carboxymuconic acid semialdehyde","C04409",1,0,0
"79","2-Arachidonylglycerol","C13856",5,0,0
"80","2-Ethoxyethanol","C14687",1,0,0
"81","2-Hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone","C05805",2,0,0
"82","2-Hexaprenyl-3-methyl-6-methoxy-1,4 benzoquinone","C05804",2,0,0
"83","2-Hexaprenyl-6-methoxyphenol","C05802",1,0,0
"87","2-Keto-glutaramic acid","C00940",2,0,0
"90","2-Methoxyestrone","C05299",18,0,0
"96","2-Oxo-3-hydroxy-4-phosphobutanoic acid","C06054",1,0,0
"97","2-Oxo-4-methylthiobutanoic acid","C01180",4,0,0
"98","2-Phospho-D-glyceric acid","C00631",6,0,0
"101","2,3-Diphosphoglyceric acid","C01159",4,0,0
"103","2,5-Diaminopyrimidine nucleoside triphosphate","C05923",1,0,0
"114","24-Methylenelophenol","C11522",1,0,0
"115","25-Hydroxycholesterol","C15519",3,0,0
"116","27-Deoxy-5b-cyprinol","C05446",1,0,0
"117","27-Hydroxycholesterol","C06340",3,0,0
"119","3 beta-Hydroxy-5-cholestenoate","C17333",2,0,0
"120","3-Aminoisobutanoic acid","C05145",1,0,0
"122","3-beta-Hydroxy-4-beta-methyl-5-alpha-cholest-7-ene-4-alpha-carboxylate","C04840",2,0,0
"125","3-Dehydroquinate","C00944",2,0,0
"127","3-Dehydroxycarnitine","C05543",1,0,0
"129","3-Hexaprenyl-4-hydroxy-5-methoxybenzoic acid","C05313",1,0,0
"135","3-hydroxyoctadecanoyl-CoA","C16217",1,0,0
"140","3-Methoxy-4-hydroxyphenylglycolaldehyde","C05583",5,0,0
"141","3-Methoxytyramine","C05587",2,0,0
"147","3-Methylindole","C08313",1,0,0
"153","3-Oxooctadecanoyl-CoA","C16216",1,0,0
"158","3-Sulfinylpyruvic acid","C05527",1,0,0
"159","3-trans,5-cis-Octadienoyl-CoA","None",1,0,0
"161","3,4-Dihydroxyphenylacetaldehyde","C04043",7,0,0
"177","3a,7b,12a-Trihydroxyoxocholanyl-Glycine","None",3,0,0
"179","4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoic acid","C05645",4,0,0
"180","4-(2-Aminophenyl)-2,4-dioxobutanoic acid","C01252",5,0,0
"184","4-Guanidinobutanoic acid","C01035",1,0,0
"185","4-Hydroxy-2-oxoglutaric acid","C01127",1,0,0
"186","4-Hydroxy-L-glutamic acid","C03079",1,0,0
"189","4-Hydroxyphenylacetaldehyde","C03765",7,0,0
"190","4-Hydroxyphenylacetyl-CoA","C05338",1,0,0
"191","4-Hydroxyphenylpyruvic acid","C01179",4,0,0
"195","4-Nitrocatechol","C02235",1,0,0
"202","4,4-Dimethyl-5a-cholesta-8,24-dien-3-b-ol","C05108",2,0,0
"203","4,4-Dimethylcholesta-8,14,24-trienol","C11455",1,0,0
"206","4,6-Dihydroxyquinoline","C05639",2,0,0
"211","4a-Methyl-5a-cholesta-8,24-dien-3-one","None",1,0,0
"212","4a-Methylfecosterol","C15776",1,0,0
"213","4a-Methylzymosterol-4-carboxylic acid","C15808",3,0,0
"214","5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate","C04751",1,0,0
"220","5-Dehydroepisterol","C15780",1,0,0
"222","5-Formiminotetrahydrofolic acid","C00664",1,0,0
"224","5-Hydroxy-N-formylkynurenine","C05648",3,0,0
"229","5-L-Glutamyl-taurine","C05844",5,0,0
"233","5-Methylthioribose 1-phosphate","C04188",1,0,0
"234","5-Methylthioribulose 1-phosphate","C04582",1,0,0
"239","5,6-Dihydrouridine","None",2,0,0
"240","5,6-Dihydroxyindole","C05578",2,0,0
"241","5,6-Dihydroxyindole-2-carboxylic acid","C04185",2,0,0
"243","5'-Deoxyadenosine","C05198",1,0,0
"245","5(S)-Hydroperoxyeicosatetraenoic acid","C05356",6,0,0
"246","5a-Cholesta-8,24-dien-3-one","None",2,0,0
"248","6-(alpha-D-Glucosaminyl)-1D-myo-inositol","C15658",1,0,0
"253","7 alpha-Hydroxy-3-oxo-4-cholestenoate","C17337",1,0,0
"254","7-a,25-Dihydroxycholesterol","C15520",1,0,0
"255","7-a,27-Dihydroxycholesterol","C06341",2,0,0
"256","7-Aminomethyl-7-carbaguanine","C16675",1,0,0
"259","7-Methylguanine","C02242",1,0,0
"260","7-Methyluric acid","C16355",1,0,0
"261","7,8-Dihydroneopterin","C04874",5,0,0
"262","7,8-Dihydropteroic acid","C00921",1,0,0
"263","7a-Hydroxy-cholestene-3-one","C05455",2,0,0
"264","7a-Hydroxycholesterol","C03594",1,0,0
"266","7a,12a-Dihydroxy-5a-cholestan-3-one","C05458",2,0,0
"268","7a,12a-Dihydroxy-cholestene-3-one","C05457",4,0,0
"269","8-Oxo-dGMP","None",2,0,0
"270","8-Oxo-dGTP","None",1,0,0
"272","8(S)-HPETE","C14823",1,0,0
"279","Acetyl adenylate","C05993",3,0,0
"281","Acetyl-N-formyl-5-methoxykynurenamine","C05642",2,0,0
"283","Acetylcysteine","C06809",3,0,0
"284","Acetylphosphate","C00227",1,0,0
"285","Adenine","C00147",4,0,0
"287","Adenosine 2',3'-cyclic phosphate","C02353",1,0,0
"290","Adenosine phosphosulfate","C00224",5,0,0
"293","Adenosyl cobyrinic acid a,c diamide","C06506",1,0,0
"296","Adenylylselenate","C05686",2,0,0
"299","ADP-ribose 2'-phosphate","C03246",2,0,0
"300","ADP-Ribosyl-L-arginine","None",1,0,0
"302","Aflatoxin B1","C06800",3,0,0
"303","Aflatoxin B1 dialcohol","None",2,0,0
"307","All-trans-13,14-dihydroretinol","C15492",1,0,0
"311","Alpha-D-Glucose 1,6-bisphosphate","C01231",3,0,0
"314","Aminoacetone","C01888",5,0,0
"323","Androstenol","None",1,0,0
"326","Angiotensin IV","C15849",1,0,0
"327","Aniline","C00292",27,0,0
"329","Apelin-13","None",1,0,0
"338","Avenasterol","C08821",2,0,0
"339","Azelaic acid","C08261",3,0,0
"340","B-Carotene","C02094",1,0,0
"341","Benzaldehyde","C00193",1,0,0
"343","Beta-1,4-D-Mannosylchitobiosyldiphosphodolichol","C05860",1,0,0
"345","Beta-Aminopropionitrile","C05670",3,0,0
"346","Beta-D-Fructose 2-phosphate","C03267",4,0,0
"351","beta-Ionone","C12287",1,0,0
"357","Biocytin","C05552",1,0,0
"358","Biotin amide","C01893",1,0,0
"359","Biotinyl-5'-AMP","C05921",1,0,0
"365","Caffeic acid","C01481",1,0,0
"377","CDP-DG(16:0/16:0)","None",3,0,0
"379","CE(18:2(9Z,12Z))","C15441",8,0,0
"390","Chitobiose","C01674",3,0,0
"392","Cholestenone","C00599",1,0,0
"395","Cholesteryl acetate","C02530",6,0,0
"399","Chondroitin 4-sulfate","C00634",9,0,0
"400","Chondroitin sulfate","C00607",10,0,0
"402","Cinnavalininate","C05640",1,0,0
"403","cis-Aconitic acid","C00417",2,0,0
"414","Coniferyl alcohol","C00590",1,0,0
"415","Coproporphyrin III","C05770",1,0,0
"416","Coproporphyrinogen III","C03263",2,0,0
"430","Cytidine monophosphate N-acetylneuraminic acid","C00128",13,0,0
"436","D-Aspartic acid","C00402",1,0,0
"437","D-erythro-Eritadenine","None",1,0,0
"442","D-Glucosaminide","C06023",1,0,0
"445","D-Glutamine","C00819",1,0,0
"449","D-Limonene","C00521",2,0,0
"455","D-Ribose","C00121",1,0,0
"458","D-Sedoheptulose 7-phosphate","C00281",4,0,0
"459","D-Serine","C00740",3,0,0
"461","D-Tartaric acid","C02107",2,0,0
"462","D-Tryptophan","C00525",1,0,0
"464","D-Xylono-1,5-lactone","C02266",1,0,0
"466","D-Xylulose","C00310",1,0,0
"467","D-Xylulose 1-phosphate","None",1,0,0
"470","Dantron","C10312",1,0,0
"474","Decanal","C12307",1,0,0
"483","Deoxyhypusine","None",1,0,0
"484","Deoxyinosine","C05512",2,0,0
"485","Deoxyribose 1-phosphate","C00672",3,0,0
"486","Deoxyribose 5-phosphate","C00673",2,0,0
"487","Deoxyuridine","C00526",5,0,0
"491","Desmosterol","C01802",1,0,0
"501","Diadenosine tetraphosphate","C01260",1,0,0
"502","Diadenosine triphosphate","C06197",1,0,0
"504","Diethylthiophosphate","C06607",3,0,0
"505","Difucosyllactohexaose","None",2,0,0
"511","Dihydroneopterin phosphate","C05925",1,0,0
"512","Dihydroneopterin triphosphate","C04895",6,0,0
"514","Dihydrouracil","C00429",1,0,0
"515","Dihydroxyacetone","C00184",5,0,0
"517","Dihydroxyacetone Phosphate Acyl Ester","C03372",1,0,0
"519","Dimethylamine","C00543",3,0,0
"523","Disialosyl galactosyl globoside","None",1,0,0
"527","Docosanoyl-CoA","None",4,0,0
"529","Dolichol phosphate","C00110",6,0,0
"531","Dolichyl b-D-glucosyl phosphate","C01246",5,0,0
"532","Dolichyl beta-D-mannosyl phosphate","None",1,0,0
"533","Dolichyl diphosphate","C00621",5,0,0
"534","Dolichyl phosphate D-mannose","C03862",7,0,0
"537","Dopaquinone","C00822",1,0,0
"539","dTDP-D-galactose","C02097",1,0,0
"543","Ecgonine","C10858",1,0,0
"546","Entacapone","C07943",2,0,0
"547","Epiandrosterone","C07635",1,0,0
"564","Formylanthranilic acid","C05653",2,0,0
"569","Fucose 1-phosphate","C02985",2,0,0
"572","Galactaric acid","C00879",6,0,0
"579","Gamma-Glutamylcysteine","C00669",3,0,0
"590","GDP-glucose","C00394",2,0,0
"591","GDP-L-fucose","C00325",8,0,0
"598","Glucosamine-1P","None",1,0,0
"618","Glycocholic acid","C01921",4,0,0
"622","Guaiacol","C01502",1,0,0
"634","Heme A","C15670",1,0,0
"635","Heme O","C15672",2,0,0
"644","Homogentisic acid","C00544",2,0,0
"645","Homovanillic acid","C05582",3,0,0
"649","Hydrogen","C00282",1,0,0
"658","Hydroxyphenylacetylglycine","C05596",4,0,0
"659","Hydroxypropionic acid","C01013",1,0,0
"660","Hydroxypyruvic acid","C00168",2,0,0
"665","Hypusine","None",1,0,0
"673","Inositol 1,3,4,5,6-pentakisphosphate","C01284",4,0,0
"678","Iodotyrosine","C02515",1,0,0
"681","Isomaltose","C00252",1,0,0
"685","Isovalerylsarcosine","None",1,0,0
"686","Itaconic acid","C00490",2,0,0
"689","Kynurenic acid","C01717",2,0,0
"690","L-2-Amino-3-oxobutanoic acid","C03508",2,0,0
"692","L-2-Hydroxyglutaric acid","C03196",1,0,0
"694","L-Acetylcarnitine","C02571",2,0,0
"696","L-Alpha-aminobutyric acid","C02356",2,0,0
"697","L-Asparagine","C00152",10,0,0
"699","L-Canaline","C08270",1,0,0
"703","L-Dopachrome","C01693",2,0,0
"722","Lanosterin","C01724",2,0,0
"723","Lathosterol","C01189",5,0,0
"724","Leukotriene A4","C00909",2,0,0
"726","Leukotriene C4","C02166",5,0,0
"727","Leukotriene D4","C05951",5,0,0
"728","Leukotriene E4","C05952",1,0,0
"729","Leukotriene F4","C06462",2,0,0
"730","Lewis X trisaccharide","None",1,0,0
"737","Lithocholic acid glycine conjugate","C15557",4,0,0
"738","Lithocholyltaurine","C02592",1,0,0
"751","Malonic semialdehyde","C00222",2,0,0
"753","Mannitol","C00392",1,0,0
"755","Melanin","C05606",2,0,0
"759","Mesoxalic acid","C00830",1,0,0
"761","Methionine sulfoxide","None",2,0,0
"762","Methyl beta-D-glucopyranoside","None",1,0,0
"763","Methylamine","C00218",5,0,0
"767","Mevalonic acid","C00418",2,0,0
"768","Mevalonic acid-5P","C01107",2,0,0
"777","N-Acetyl-D-Glucosamine 6-Phosphate","C00357",6,0,0
"778","N-Acetyl-D-glucosaminyldiphosphodolichol","C04500",2,0,0
"780","N-Acetyl-glucosamine 1-phosphate","C04256",2,0,0
"784","N-Acetylarylamine","C07565",2,0,0
"786","N-Acetylgalactosamine 4-sulphate","C16265",4,0,0
"790","N-Acetylneuraminic acid 9-phosphate","C06241",2,0,0
"795","N-Glycolylneuraminic acid","C03410",1,0,0
"796","N-Methylputrescine","C02723",2,0,0
"797","N-Methylserotonin","C06212",2,0,0
"799","N-Oleoylethanolamine","None",1,0,0
"802","N,N-Dimethylaniline","C02846",5,0,0
"803","N,N'-Diacetylchitobiosyldiphosphodolichol","C04537",2,0,0
"804","N'-Formylkynurenine","C02406",4,0,0
"805","N(6)-(Octanoyl)lysine","None",1,0,0
"808","N1,N12-Diacetylspermine","C03413",1,0,0
"811","N6-Acetyl-L-lysine","C02727",2,0,0
"812","N6-Methyladenosine","None",1,0,0
"819","Neolactotetraose","None",1,0,0
"831","Obtusifoliol","C01943",1,0,0
"835","Okadaic acid","C01945",1,0,0
"840","OPC4-CoA","C16335",2,0,0
"844","Ortho-Hydroxyphenylacetic acid","C05852",1,0,0
"851","Oxytocin","C00746",2,0,0
"858","Palmitoleic acid","C08362",1,0,0
"874","PG(16:0/16:0)","None",1,0,0
"875","Phenylacetic acid","C07086",3,0,0
"876","Phenylacetyl-CoA","C00582",2,0,0
"878","Phenylpyruvic acid","C00166",5,0,0
"880","Phosphite","C05339",1,0,0
"885","Phosphohydroxypyruvic acid","C03232",1,0,0
"891","Phosphoroselenoic acid","C05172",3,0,0
"893","Phosphoserine","C01005",2,0,0
"897","Pipecolic acid","C00408",1,0,0
"898","Poly-N-acetyllactosamine","None",3,0,0
"900","PPPi","C00404",1,0,0
"917","Protoporphyrinogen IX","C01079",2,0,0
"931","Pyrrolidonecarboxylic acid","C02237",1,0,0
"932","Pyrroline hydroxycarboxylic acid","C04281",2,0,0
"941","Reduced Vitamin K (phylloquinone)","C05850",1,0,0
"943","Retinyl ester","C02075",6,0,0
"944","Retinyl palmitate","C02588",4,0,0
"945","Riboflavin reduced","C01007",1,0,0
"947","Ribothymidine","None",1,0,0
"951","S-(Hydroxymethyl)glutathione","C14180",1,0,0
"956","S-aminomethyldihydrolipoamide","None",1,0,0
"957","S-Formylglutathione","C01031",2,0,0
"959","S-Lactoylglutathione","C03451",1,0,0
"964","Sarcosine","C00213",4,0,0
"967","Se-Methylselenocysteine","C05689",7,0,0
"969","Selenocystathionine","C05699",3,0,0
"979","Solanesyl-PP","C17438",1,0,0
"991","Stearidonic acid","C16300",1,0,0
"1005","Tetracosahexaenoyl CoA","C16168",2,0,0
"1014","Tetrahydrofolyl-[Glu](2)","C03541",2,0,0
"1015","Tetrahydropteridine","C05650",2,0,0
"1022","Thiocysteine","C01962",1,0,0
"1025","Thromboxane B2","C05963",1,0,0
"1027","Thymidine 3',5'-cyclic monophosphate","C00364",5,0,0
"1029","Thyroxine","C01829",8,0,0
"1031","Topaquinone","None",2,0,0
"1033","Trans-2-all-cis-6,9,12,15,18,21-tetracosaheptaenoyl-CoA","C16374",3,0,0
"1035","Trehalose","C01083",1,0,0
"1036","Trichloroethanol glucuronide","C14869",16,0,0
"1040","Trimethyl sulfonium","C01008",1,0,0
"1047","Undecaprenyl diphosphate","C03543",7,0,0
"1050","Ureidoisobutyric acid","C05100",2,0,0
"1062","Urocanic acid","C00785",2,0,0
"1063","Uroporphyrinogen III","C01051",1,0,0
"1066","Vitamin K1 2,3-epoxide","C05849",1,0,0
"1071","Xylulose 5-phosphate","C00231",4,0,0
"1073","Zymosterol intermediate 2","C05437",2,0,0
