"","Metabolite","KEGG_ID","Num_Sig_Genes","Gene_Count","DiffMut_Score","Normalized_Score"
"746","L-Serine","C00065",0,20,0,0
"747","L-Sorbose","C08356",0,1,0,0
"748","L-Threo-2-pentulose","C00312",0,1,0,0
"753","Lactosylcermide (d18:1/20:0)","C01290",0,1,0,0
"754","Lanosterin","C01724",0,3,0,0
"755","Lathosterol","C01189",0,6,0,0
"756","Leukotriene A4","C00909",0,3,0,0
"757","Leukotriene B4","C02165",0,8,0,0
"758","Leukotriene C4","C02166",0,7,0,0
"759","Leukotriene D4","C05951",0,6,0,0
"760","Leukotriene E4","C05952",0,1,0,0
"761","Leukotriene F4","C06462",0,3,0,0
"762","Lewis X trisaccharide","None",0,1,0,0
"763","Linoleoyl-CoA","C02050",0,7,0,0
"764","Liothyronine","C02465",0,9,0,0
"766","Lipoyl-GMP","None",0,1,0,0
"767","Lithium","C15473",0,8,0,0
"768","Lithocholic acid","C03990",0,13,0,0
"769","Lithocholic acid glycine conjugate","C15557",0,5,0,0
"770","Lithocholyltaurine","C02592",0,1,0,0
"772","Loratadine","C06818",0,4,0,0
"775","LysoPC(10:0)","None",0,11,0,0
"776","LysoPC(14:0)","C04230",0,25,0,0
"777","LysoPC(18:1(9Z))","C04230",0,26,0,0
"779","LysoPC(P-18:0)","C04230",0,7,0,0
"780","LysoPE(0:0/18:0)","None",0,1,0,0
"781","LysoSM(d18:1)","C03640",0,10,0,0
"782","Maleylacetoacetic acid","C01036",0,2,0,0
"783","Malonic semialdehyde","C00222",0,2,0,0
"785","Mannitol","C00392",0,1,0,0
"787","Melanin","C05606",0,2,0,0
"789","Melibiitol","C05399",0,2,0,0
"791","Mesoxalic acid","C00830",0,1,0,0
"792","Methacrylyl-CoA","C03460",0,7,0,0
"793","Methionine sulfoxide","None",0,3,0,0
"794","Methyl beta-D-glucopyranoside","None",0,1,0,0
"795","Methylamine","C00218",0,5,0,0
"796","Methylarsonate","C07294",0,3,0,0
"797","Methylmalonic acid","C02170",0,7,0,0
"798","Methylmalonyl-CoA","C00683",0,5,0,0
"799","Mevalonic acid","C00418",0,2,0,0
"800","Mevalonic acid-5P","C01107",0,2,0,0
"801","MG(18:0e/0:0/0:0)","None",0,1,0,0
"802","Molybdate","C06232",0,1,0,0
"803","Molybdopterin","C05924",0,7,0,0
"804","Myo-inositol 1-phosphate","C04006",0,7,0,0
"805","Myo-inositol hexakisphosphate","C01204",0,7,0,0
"806","Myoinositol","C00137",0,7,0,0
"807","Myristic acid","C06424",0,62,0,0
"808","N-(o)-Hydroxyarginine","C05933",0,4,0,0
"809","N-Acetyl-9-O-acetylneuraminic acid","None",0,1,0,0
"810","N-Acetyl-b-D-galactosamine","C05021",0,4,0,0
"811","N-Acetyl-b-glucosaminylamine","C01239",0,1,0,0
"812","N-Acetyl-D-Glucosamine 6-Phosphate","C00357",0,6,0,0
"813","N-Acetyl-D-glucosaminyldiphosphodolichol","C04500",0,2,0,0
"815","N-Acetyl-glucosamine 1-phosphate","C04256",0,3,0,0
"817","N-Acetyl-L-aspartic acid","C01042",0,8,0,0
"818","N-Acetyl-L-methionine","C02712",0,4,0,0
"819","N-Acetylarylamine","C07565",0,2,0,0
"822","N-Acetylhistamine","C05135",0,1,0,0
"823","N-Acetyllactosamine","C00611",0,8,0,0
"826","N-Acetylneuraminic acid 9-phosphate","C06241",0,2,0,0
"827","N-Acetylornithine","C00437",0,1,0,0
"828","N-Acetylputrescine","C02714",0,4,0,0
"829","N-Acetylserine","None",0,4,0,0
"832","N-Glycolylneuraminic acid","C03410",0,1,0,0
"833","N-Methylputrescine","C02723",0,2,0,0
"834","N-Methylserotonin","C06212",0,2,0,0
"835","N-Methyltyramine","C02442",0,5,0,0
"836","N-Oleoylethanolamine","None",0,1,0,0
"838","N-Sulfo-D-glucosamine","C01075",0,1,0,0
"839","N,N-Dimethylaniline","C02846",0,5,0,0
"840","N,N'-Diacetylchitobiosyldiphosphodolichol","C04537",0,2,0,0
"841","N'-Formylkynurenine","C02406",0,4,0,0
"842","N(6)-(Octanoyl)lysine","None",0,2,0,0
"843","N1-Acetylspermidine","C00612",0,3,0,0
"845","N1,N12-Diacetylspermine","C03413",0,1,0,0
"846","N4-Acetylaminobutanal","C05936",0,8,0,0
"848","N6-Acetyl-L-lysine","C02727",0,3,0,0
"849","N6-Methyladenosine","None",0,1,0,0
"850","N6,N6,N6-Trimethyl-L-lysine","C03793",0,2,0,0
"855","Nandrolone","C07254",0,1,0,0
"856","Naphthalene epoxide","None",0,20,0,0
"857","Neolactotetraose","None",0,1,0,0
"860","Nicotinamide riboside","C03150",0,11,0,0
"862","Nicotinate D-ribonucleoside","C05841",0,10,0,0
"863","Nicotinic acid adenine dinucleotide","C00857",0,7,0,0
"864","Nicotinic acid mononucleotide","C01185",0,15,0,0
"865","Nitric oxide","C00533",0,7,0,0
"867","Norspermidine","C03375",0,20,0,0
"868","O-Phosphoethanolamine","C00346",0,10,0,0
"869","Obtusifoliol","C01943",0,1,0,0
"870","Octadecanol","D01924",0,5,0,0
"871","Octanal","C01545",0,1,0,0
"872","Octanol","C00756",0,2,0,0
"874","Okadaic acid","C01945",0,1,0,0
"876","Oleamide","C19670",0,6,0,0
"877","Oleic acid","C00712",0,11,0,0
"879","OPC4-CoA","C16335",0,3,0,0
"880","Ornithine","C00077",0,19,0,0
"881","Orotic acid","C00295",0,2,0,0
"882","Orotidylic acid","C01103",0,1,0,0
"883","Ortho-Hydroxyphenylacetic acid","C05852",0,1,0,0
"885","Oxalosuccinic acid","C05379",0,2,0,0
"886","Oxidized glutathione","C00127",0,14,0,0
"890","Oxytocin","C00746",0,6,0,0
"891","p-Octopamine","C04227",0,2,0,0
"895","Palmitaldehyde","C00517",0,5,0,0
"897","Palmitoleic acid","C08362",0,1,0,0
"899","Pantetheine","C00831",0,6,0,0
"902","Parathion","C06604",0,27,0,0
"910","Pelargonic acid","C01601",0,6,0,0
"911","Pentadecanoic acid","C16537",0,57,0,0
"914","Phenylacetic acid","C07086",0,4,0,0
"915","Phenylacetyl-CoA","C00582",0,2,0,0
"916","Phenylethylamine","C05332",0,8,0,0
"917","Phenylpyruvic acid","C00166",0,7,0,0
"919","Phosphite","C05339",0,1,0,0
"921","Phosphocreatine","C02305",0,4,0,0
"923","Phosphoglycolic acid","C00988",0,2,0,0
"924","Phosphohydroxypyruvic acid","C03232",0,2,0,0
"925","Phosphoribosyl formamidocarboxamide","C04734",0,3,0,0
"928","Phosphoribosylformylglycineamidine","C04640",0,2,0,0
"930","Phosphoroselenoic acid","C05172",0,3,0,0
"932","Phosphoserine","C01005",0,2,0,0
"933","Phytanoyl-CoA","C02060",0,3,0,0
"936","Pipecolic acid","C00408",0,1,0,0
"937","Poly-N-acetyllactosamine","None",0,7,0,0
"938","Porphobilinogen","C00931",0,2,0,0
"939","PPPi","C00404",0,2,0,0
"941","Presqualene diphosphate","C03428",0,1,0,0
"942","Pristanal","None",0,2,0,0
"943","Pristanic acid","None",0,1,0,0
"946","Propinol adenylate","C05983",0,4,0,0
"948","Propyl alcohol","C05979",0,34,0,0
"949","Prostaglandin D2","C00696",0,3,0,0
"951","Prostaglandin F2a","C00639",0,3,0,0
"955","Protoporphyrin IX","C02191",0,4,0,0
"956","Protoporphyrinogen IX","C01079",0,2,0,0
"958","Pseudouridine","C02067",0,14,0,0
"959","Pterin","C00715",0,1,0,0
"960","Purine","C15587",0,2,0,0
"961","Putrescine","C00134",0,25,0,0
"962","Pyridoxal","C00250",0,6,0,0
"963","Pyridoxal 5'-phosphate","C00018",0,78,0,0
"964","Pyridoxine","C00314",0,9,0,0
"965","Pyridoxine 5'-phosphate","C00627",0,4,0,0
"967","Pyrocatechol","C00090",0,8,0,0
"968","Pyroglutamic acid","C01879",0,9,0,0
"970","Pyrrolidonecarboxylic acid","C02237",0,2,0,0
"971","Pyrroline hydroxycarboxylic acid","C04281",0,4,0,0
"972","Pyruvaldehyde","C00546",0,11,0,0
"974","QH2","C00390",0,48,0,0
"975","Quetiapine","C07397",0,10,0,0
"976","Quinolinic acid","C03722",0,2,0,0
"977","Quinone","C00472",0,7,0,0
"978","R-Methylmalonyl-CoA","C01213",0,2,0,0
"979","Rabeprazole","C07864",0,4,0,0
"980","Reduced Vitamin K (phylloquinone)","C05850",0,3,0,0
"982","Retinyl ester","C02075",0,6,0,0
"983","Retinyl palmitate","C02588",0,4,0,0
"984","Riboflavin reduced","C01007",0,1,0,0
"985","Ribose 1-phosphate","C00620",0,5,0,0
"986","Ribothymidine","None",0,1,0,0
"987","Risperidone","C06861",0,7,0,0
"988","Rosiglitazone","None",0,3,0,0
"989","S-(3-Methylbutanoyl)-dihydrolipoamide-E","C05119",0,3,0,0
"990","S-(Hydroxymethyl)glutathione","C14180",0,1,0,0
"991","S-Acetyldihydrolipoamide","C01136",0,2,0,0
"993","S-Adenosylmethioninamine","C01137",0,3,0,0
"995","S-aminomethyldihydrolipoamide","None",0,1,0,0
"996","S-Formylglutathione","C01031",0,2,0,0
"998","S-Lactoylglutathione","C03451",0,3,0,0
"999","S-Methylmalonyl-CoA","C00683",0,4,0,0
"1000","Saccharopine","C00449",0,3,0,0
"1001","SAICAR","C04823",0,2,0,0
"1002","Sapropterin","C00272",0,7,0,0
"1003","Sarcosine","C00213",0,5,0,0
"1004","Se-Adenosylselenohomocysteine","C05692",0,8,0,0
"1006","Se-Methylselenocysteine","C05689",0,8,0,0
"1007","Selenite","C05684",0,3,0,0
"1008","Selenocystathionine","C05699",0,4,0,0
"1009","Selenocysteine","C05688",0,23,0,0
"1010","Selenohomocysteine","C05698",0,5,0,0
"1015","Sialyl-Lewis X","None",0,2,0,0
"1018","Solanesyl-PP","C17438",0,1,0,0
"1019","Sorbitol","C00794",0,8,0,0
"1020","Sorbitol-6-phosphate","C00644",0,3,0,0
"1021","Spermidine","C00315",0,28,0,0
"1022","Spermine","C00750",0,26,0,0
"1027","Squalene","C00751",0,5,0,0
"1028","Stachyose","C01613",0,1,0,0
"1029","Stearic acid","C01530",0,66,0,0
"1034","Succinic acid semialdehyde","C00232",0,4,0,0
"1040","Tartronate semialdehyde","C01146",0,1,0,0
"1042","Taurochenodesoxycholic acid","C05465",0,2,0,0
"1045","Tetracosahexaenoyl CoA","C16168",0,2,0,0
"1046","Tetracosatetraenoyl CoA","C16171",0,1,0,0
"1050","Tetrahydrobiopterin","C00272",0,14,0,0
"1052","Tetrahydrocortisone","None",0,1,0,0
"1053","Tetrahydrodeoxycorticosterone","C13713",0,3,0,0
"1054","Tetrahydrofolyl-[Glu](2)","C03541",0,2,0,0
"1055","Tetrahydropteridine","C05650",0,2,0,0
"1056","TG(10:0/10:0/10:0)[iso]","None",0,26,0,0
"1060","Thiamine monophosphate","C01081",0,2,0,0
"1062","Thiamine triphosphate","C03028",0,2,0,0
"1063","Thiocyanate","C01755",0,3,0,0
"1064","Thiocysteine","C01962",0,1,0,0
"1065","Thiosulfate","C00320",0,4,0,0
"1066","Thromboxane A2","C02198",0,2,0,0
"1067","Thromboxane B2","C05963",0,1,0,0
"1068","Thymidine","C00214",0,12,0,0
"1069","Thymidine 3',5'-cyclic monophosphate","C00364",0,9,0,0
"1071","Thymine","C00178",0,2,0,0
"1072","Thyroxine","C01829",0,10,0,0
"1073","Tiglyl-CoA","C03345",0,6,0,0
"1074","Topaquinone","None",0,3,0,0
"1075","trans-1,2-Dihydrobenzene-1,2-diol","C04221",0,5,0,0
"1076","Trans-2-all-cis-6,9,12,15,18,21-tetracosaheptaenoyl-CoA","C16374",0,3,0,0
"1077","trans-3-Decenoyl-CoA","None",0,1,0,0
"1078","trans-3-Hexenoyl-CoA","None",0,1,0,0
"1079","Trehalose","C01083",0,1,0,0
"1080","Trichloroethanol glucuronide","C14869",0,18,0,0
"1081","Trichloroethylene","C06790",0,19,0,0
"1082","Tridecanoyl-CoA","None",0,6,0,0
"1084","Trimethyl sulfonium","C01008",0,1,0,0
"1085","Triphosphate","C00536",0,3,0,0
"1086","Tryptamine","C00398",0,6,0,0
"1087","Tyramine","C00483",0,10,0,0
"1088","Ubiquinol 8","None",0,8,0,0
"1089","Ubiquinone-1","C00399",0,49,0,0
"1090","UDP-D-Xylose","C00190",0,6,0,0
"1091","Undecaprenyl diphosphate","C03543",0,7,0,0
"1093","Urea","C00086",0,9,0,0
"1094","Ureidoisobutyric acid","C05100",0,2,0,0
"1095","Ureidopropionic acid","C02642",0,4,0,0
"1097","Uridine","C00299",0,25,0,0
"1100","Uridine diphosphate glucose","C00029",0,16,0,0
"1106","Urocanic acid","C00785",0,2,0,0
"1107","Uroporphyrinogen III","C01051",0,2,0,0
"1109","Vasopressin","C00840",0,7,0,0
"1110","Vitamin K1 2,3-epoxide","C05849",0,2,0,0
"1111","Vitamin K2","C00828",0,2,0,0
"1112","Xanthosine","C01762",0,9,0,0
"1113","Xanthosine 5-triphosphate","C00700",0,2,0,0
"1114","Xanthurenic acid","C02470",0,4,0,0
"1115","Xanthylic acid","C00655",0,14,0,0
"1116","Xylulose 5-phosphate","C00231",0,6,0,0
"1118","Zymosterol intermediate 2","C05437",0,2,0,0
