"","Ensemble","Start_position","End_position"
"29884","ENSG00000115993","839","839"
"29885","ENSG00000082146","409","409"
"29886","ENSG00000138395","305","305"
"29887","ENSG00000163251","193","193"
"29888","ENSG00000124006","934","934"
"29889","ENSG00000124006","880","880"
"29890","ENSG00000124006","342","342"
"29891","ENSG00000135905","1587","1587"
"29892","ENSG00000081052","1521","1521"
"29893","ENSG00000173692","919","919"
"29894","ENSG00000115053","291","291"
"29895","ENSG00000204120","319","319"
"29896","ENSG00000132326","1224","1224"
"29897","ENSG00000162804","95","95"
"29898","ENSG00000214021","548","548"
"29899","ENSG00000132164","412","412"
"29900","ENSG00000168038","760","760"
"29901","ENSG00000157119","601","601"
"29902","ENSG00000185219","465","465"
"29903","ENSG00000164050","926","926"
"29904","ENSG00000164053","461","461"
"29905","ENSG00000114388","214","214"
"29906","ENSG00000007402","276","276"
"29907","ENSG00000164080","927","927"
"29908","ENSG00000162267","721","721"
"29909","ENSG00000163935","331","331"
"29910","ENSG00000163932","93","93"
"29911","ENSG00000157388","888","888"
"29912","ENSG00000163638","845","845"
"29913","ENSG00000151276","1154","1154"
"29914","ENSG00000183185","128","128"
"29915","ENSG00000230301","249","249"
"29916","ENSG00000114021","36","36"
"29917","ENSG00000153283","154","154"
"29918","ENSG00000173230","2796","2796"
"29919","ENSG00000173200","657","657"
"29920","ENSG00000051382","730","730"
"29921","ENSG00000158258","409","409"
"29922","ENSG00000114248","298","298"
"29923","ENSG00000121879","545","545"
"29924","ENSG00000073282","630","630"
"29925","ENSG00000145016","323","323"
"29926","ENSG00000197386","1906","1906"
"29927","ENSG00000145147","371","371"
"29928","ENSG00000153012","370","370"
"29929","ENSG00000163281","6","6"
"29930","ENSG00000145244","904","904"
"29931","ENSG00000135605","269","269"
"29932","ENSG00000128052","775","775"
"29933","ENSG00000150471","1247","1247"
"29934","ENSG00000145242","473","473"
"29935","ENSG00000138757","455","455"
"29936","ENSG00000163625","558","558"
"29937","ENSG00000163625","91","91"
"29938","ENSG00000164031","42","42"
"29939","ENSG00000168769","248","248"
"29940","ENSG00000145362","892","892"
"29941","ENSG00000164142","70","70"
"29942","ENSG00000137628","769","769"
"29943","ENSG00000137628","538","538"
"29944","ENSG00000137628","510","510"
"29945","ENSG00000218336","470","470"
"29946","ENSG00000049656","251","251"
"29947","ENSG00000169777","157","157"
"29948","ENSG00000145555","7","7"
"29949","ENSG00000113494","489","489"
"29950","ENSG00000067248","612","612"
"29951","ENSG00000112851","303","303"
"29952","ENSG00000112851","877","877"
"29953","ENSG00000112851","1017","1017"
"29954","ENSG00000112851","1090","1090"
"29955","ENSG00000112851","1316","1316"
"29956","ENSG00000164338","159","159"
"29957","ENSG00000198780","113","113"
"29958","ENSG00000164220","187","187"
"29959","ENSG00000164253","41","41"
"29960","ENSG00000164309","1786","1786"
"29961","ENSG00000172497","147","147"
"29962","ENSG00000081189","272","272"
"29963","ENSG00000164291","340","340"
"29964","ENSG00000047188","646","646"
"29965","ENSG00000129596","96","96"
"29966","ENSG00000172869","656","656"
"29967","ENSG00000113522","362","362"
"29968","ENSG00000053108","424","424"
"29969","ENSG00000043143","679","679"
"29970","ENSG00000146005","180","180"
"29971","ENSG00000254996","97","97"
"29972","ENSG00000254996","792","792"
"29973","ENSG00000251664","596","596"
"29974","ENSG00000248383","114","114"
"29975","ENSG00000113649","966","966"
"29976","ENSG00000173210","255","255"
"29977","ENSG00000171992","459","459"
"29978","ENSG00000196743","158","158"
"29979","ENSG00000039600","731","731"
"29980","ENSG00000039600","610","610"
"29981","ENSG00000113645","585","585"
"29982","ENSG00000156427","185","185"
"29983","ENSG00000176783","288","288"
"29984","ENSG00000259040","325","325"
"29985","ENSG00000112137","561","561"
"29986","ENSG00000112149","142","142"
"29987","ENSG00000274267","108","108"
"29988","ENSG00000096654","682","682"
"29989","ENSG00000197279","266","266"
"29990","ENSG00000112053","658","658"
"29991","ENSG00000112139","846","846"
"29992","ENSG00000124615","630","630"
"29993","ENSG00000171467","1763","1763"
"29994","ENSG00000112818","30","30"
"29995","ENSG00000111886","318","318"
"29996","ENSG00000123552","81","81"
"29997","ENSG00000135537","71","71"
"29998","ENSG00000155085","1889","1889"
"29999","ENSG00000155085","1711","1711"
"30000","ENSG00000004809","492","492"
"30001","ENSG00000111885","472","472"
"30002","ENSG00000135547","134","134"
"30003","ENSG00000066651","106","106"
"30004","ENSG00000079819","354","354"
"30005","ENSG00000135541","325","325"
"30006","ENSG00000135525","381","381"
"30007","ENSG00000120253","291","291"
"30008","ENSG00000146457","334","334"
"30009","ENSG00000198719","47","47"
"30010","ENSG00000215045","525","525"
"30011","ENSG00000164631","616","616"
"30012","ENSG00000005108","1086","1086"
"30013","ENSG00000105877","3403","3403"
"30014","ENSG00000105778","112","112"
"30015","ENSG00000170852","612","612"
"30016","ENSG00000015520","874","874"
"30017","ENSG00000136270","271","271"
"30018","ENSG00000106078","91","91"
"30019","ENSG00000075223","719","719"
"30020","ENSG00000127914","1160","1160"
"30021","ENSG00000105810","118","118"
"30022","ENSG00000005421","246","246"
"30023","ENSG00000106246","49","49"
"30024","ENSG00000078487","541","541"
"30025","ENSG00000106336","316","316"
"30026","ENSG00000146830","459","459"
"30027","ENSG00000146839","248","248"
"30028","ENSG00000001626","74","74"
"30029","ENSG00000071243","188","188"
"30030","ENSG00000106344","252","252"
"30031","ENSG00000091732","135","135"
"30032","ENSG00000091704","351","351"
"30033","ENSG00000106477","117","117"
"30034","ENSG00000146856","850","850"
"30035","ENSG00000105875","231","231"
"30036","ENSG00000080802","286","286"
"30037","ENSG00000155561","475","475"
"30038","ENSG00000122779","1043","1043"
"30039","ENSG00000146966","248","248"
"30040","ENSG00000211747","77","77"
"30041","ENSG00000197993","238","238"
"30042","ENSG00000170260","60","60"
"30043","ENSG00000133619","686","686"
"30044","ENSG00000082014","316","316"
"30045","ENSG00000126870","661","661"
"30046","ENSG00000036448","230","230"
"30047","ENSG00000250305","141","141"
"30048","ENSG00000168476","189","189"
"30049","ENSG00000104299","449","449"
"30050","ENSG00000147471","132","132"
"30051","ENSG00000175073","159","159"
"30052","ENSG00000164749","38","38"
"30053","ENSG00000147642","28","28"
"30054","ENSG00000181085","83","83"
"30055","ENSG00000173137","112","112"
"30056","ENSG00000080608","545","545"
"30057","ENSG00000122728","1189","1189"
"30058","ENSG00000005238","479","479"
"30059","ENSG00000198722","119","119"
"30060","ENSG00000107159","376","376"
"30061","ENSG00000070601","970","970"
"30062","ENSG00000274349","683","683"
"30063","ENSG00000119121","1386","1386"
"30064","ENSG00000197969","1092","1092"
"30065","ENSG00000214929","952","952"
"30066","ENSG00000165105","215","215"
"30067","ENSG00000177992","1379","1379"
"30068","ENSG00000136937","133","133"
"30069","ENSG00000106785","158","158"
"30070","ENSG00000136874","151","151"
"30071","ENSG00000165152","345","345"
"30072","ENSG00000187003","326","326"
"30073","ENSG00000070159","584","584"
"30074","ENSG00000119471","417","417"
"30075","ENSG00000182752","563","563"
"30076","ENSG00000078725","235","235"
"30077","ENSG00000136895","480","480"
"30078","ENSG00000125485","283","283"
"30079","ENSG00000148308","173","173"
"30080","ENSG00000130635","762","762"
"30081","ENSG00000165688","77","77"
"30082","ENSG00000213213","189","189"
"30083","ENSG00000107485","305","305"
"30084","ENSG00000048740","339","339"
"30085","ENSG00000165309","450","450"
"30086","ENSG00000165322","120","120"
"30087","ENSG00000165731","846","846"
"30088","ENSG00000148584","236","236"
"30089","ENSG00000122870","222","222"
"30090","ENSG00000148541","28","28"
"30091","ENSG00000171988","101","101"
"30092","ENSG00000171862","124","124"
"30093","ENSG00000138160","430","430"
"30094","ENSG00000138193","805","805"
"30095","ENSG00000187908","1592","1592"
"30096","ENSG00000171798","520","520"
"30097","ENSG00000130640","757","757"
"30098","ENSG00000132259","64","64"
"30099","ENSG00000110171","479","479"
"30100","ENSG00000166341","309","309"
"30101","ENSG00000166833","630","630"
"30102","ENSG00000170959","303","303"
"30103","ENSG00000110422","201","201"
"30104","ENSG00000174914","111","111"
"30105","ENSG00000166801","233","233"
"30106","ENSG00000110042","548","548"
"30107","ENSG00000254466","53","53"
"30108","ENSG00000068976","118","118"
"30109","ENSG00000175115","846","846"
"30110","ENSG00000162105","105","105"
"30111","ENSG00000020922","503","503"
"30112","ENSG00000152404","720","720"
"30113","ENSG00000149294","144","144"
"30114","ENSG00000137656","181","181"
"30115","ENSG00000118137","110","110"
"30116","ENSG00000172350","343","343"
"30117","ENSG00000151503","1081","1081"
"30118","ENSG00000151079","21","21"
"30119","ENSG00000151079","143","143"
"30120","ENSG00000010295","344","344"
"30121","ENSG00000111641","299","299"
"30122","ENSG00000111644","500","500"
"30123","ENSG00000089818","23","23"
"30124","ENSG00000165685","163","163"
"30125","ENSG00000151491","265","265"
"30126","ENSG00000110900","176","176"
"30127","ENSG00000139133","81","81"
"30128","ENSG00000151239","44","44"
"30129","ENSG00000129315","421","421"
"30130","ENSG00000185958","692","692"
"30131","ENSG00000205420","537","537"
"30132","ENSG00000172867","391","391"
"30133","ENSG00000111057","276","276"
"30134","ENSG00000135426","489","489"
"30135","ENSG00000196465","51","51"
"30136","ENSG00000139579","80","80"
"30137","ENSG00000111602","802","802"
"30138","ENSG00000123384","3399","3399"
"30139","ENSG00000177990","668","668"
"30140","ENSG00000174206","225","225"
"30141","ENSG00000127314","17","17"
"30142","ENSG00000127329","1459","1459"
"30143","ENSG00000011465","123","123"
"30144","ENSG00000111727","43","43"
"30145","ENSG00000198431","129","129"
"30146","ENSG00000139714","198","198"
"30147","ENSG00000150967","325","325"
"30148","ENSG00000181234","340","340"
"30149","ENSG00000151952","793","793"
"30150","ENSG00000111432","424","424"
"30151","ENSG00000060709","107","107"
"30152","ENSG00000061936","635","635"
"30153","ENSG00000183495","1012","1012"
"30154","ENSG00000151835","2711","2711"
"30155","ENSG00000102699","785","785"
"30156","ENSG00000132975","152","152"
"30157","ENSG00000133119","115","115"
"30158","ENSG00000180440","30","30"
"30159","ENSG00000088387","1276","1276"
"30160","ENSG00000175820","3626","3626"
"30161","ENSG00000175820","1810","1810"
"30162","ENSG00000151287","57","57"
"30163","ENSG00000134901","278","278"
"30164","ENSG00000150403","195","195"
"30165","ENSG00000092199","191","191"
"30166","ENSG00000092203","468","468"
"30167","ENSG00000211778","25","25"
"30168","ENSG00000211790","90","90"
"30169","ENSG00000211800","2","2"
"30170","ENSG00000100813","177","177"
"30171","ENSG00000259431","36","36"
"30172","ENSG00000259431","85","85"
"30173","ENSG00000092051","418","418"
"30174","ENSG00000185246","141","141"
"30175","ENSG00000129534","860","860"
"30176","ENSG00000100592","258","258"
"30177","ENSG00000100592","360","360"
"30178","ENSG00000100644","42","42"
"30179","ENSG00000054654","5239","5239"
"30180","ENSG00000140009","147","147"
"30181","ENSG00000119723","129","129"
"30182","ENSG00000119684","513","513"
"30183","ENSG00000042317","447","447"
"30184","ENSG00000140057","57","57"
"30185","ENSG00000197102","3582","3582"
"30186","ENSG00000198752","705","705"
"30187","ENSG00000203485","191","191"
"30188","ENSG00000185567","3631","3631"
"30189","ENSG00000185024","189","189"
"30190","ENSG00000128731","4241","4241"
"30191","ENSG00000104067","693","693"
"30192","ENSG00000198690","993","993"
"30193","ENSG00000062524","799","799"
"30194","ENSG00000103994","421","421"
"30195","ENSG00000128881","254","254"
"30196","ENSG00000159495","124","124"
"30197","ENSG00000137872","368","368"
"30198","ENSG00000156958","130","130"
"30199","ENSG00000081014","469","469"
"30200","ENSG00000171914","209","209"
"30201","ENSG00000103657","3004","3004"
"30202","ENSG00000103599","830","830"
"30203","ENSG00000137764","217","217"
"30204","ENSG00000166716","828","828"
"30205","ENSG00000185615","449","449"
"30206","ENSG00000161996","971","971"
"30207","ENSG00000162062","67","67"
"30208","ENSG00000103351","320","320"
"30209","ENSG00000167984","352","352"
"30210","ENSG00000188827","36","36"
"30211","ENSG00000038532","123","123"
"30212","ENSG00000153066","388","388"
"30213","ENSG00000186260","738","738"
"30214","ENSG00000133392","1668","1668"
"30215","ENSG00000185164","54","54"
"30216","ENSG00000103528","171","171"
"30217","ENSG00000155592","459","459"
"30218","ENSG00000047578","1320","1320"
"30219","ENSG00000178188","727","727"
"30220","ENSG00000140691","842","842"
"30221","ENSG00000140718","192","192"
"30222","ENSG00000125107","1855","1855"
"30223","ENSG00000125107","1536","1536"
"30224","ENSG00000102908","487","487"
"30225","ENSG00000198373","138","138"
"30226","ENSG00000157368","13","13"
"30227","ENSG00000157423","1222","1222"
"30228","ENSG00000166446","260","260"
"30229","ENSG00000174231","2173","2173"
"30230","ENSG00000074755","2897","2897"
"30231","ENSG00000091592","1067","1067"
"30232","ENSG00000040633","53","53"
"30233","ENSG00000180638","523","523"
"30234","ENSG00000108576","129","129"
"30235","ENSG00000277399","880","880"
"30236","ENSG00000033627","469","469"
"30237","ENSG00000198863","207","207"
"30238","ENSG00000108312","726","726"
"30239","ENSG00000108424","132","132"
"30240","ENSG00000166263","455","455"
"30241","ENSG00000108510","1864","1864"
"30242","ENSG00000197170","298","298"
"30243","ENSG00000182173","201","201"
"30244","ENSG00000132478","656","656"
"30245","ENSG00000188878","522","522"
"30246","ENSG00000141564","1144","1144"
"30247","ENSG00000101605","488","488"
"30248","ENSG00000134489","331","331"
"30249","ENSG00000075643","493","493"
"30250","ENSG00000152217","1094","1094"
"30251","ENSG00000082212","574","574"
"30252","ENSG00000119547","247","247"
"30253","ENSG00000081923","555","555"
"30254","ENSG00000206073","317","317"
"30255","ENSG00000057149","144","144"
"30256","ENSG00000166479","221","221"
"30257","ENSG00000101544","220","220"
"30258","ENSG00000105278","830","830"
"30259","ENSG00000142449","1465","1465"
"30260","ENSG00000105401","150","150"
"30261","ENSG00000095066","296","296"
"30262","ENSG00000105072","311","311"
"30263","ENSG00000130300","79","79"
"30264","ENSG00000130479","983","983"
"30265","ENSG00000105726","342","342"
"30266","ENSG00000197360","102","102"
"30267","ENSG00000126261","266","266"
"30268","ENSG00000161298","426","426"
"30269","ENSG00000185869","427","427"
"30270","ENSG00000181666","109","109"
"30271","ENSG00000099338","753","753"
"30272","ENSG00000090924","652","652"
"30273","ENSG00000105227","1120","1120"
"30274","ENSG00000160460","865","865"
"30275","ENSG00000105352","202","202"
"30276","ENSG00000242221","46","46"
"30277","ENSG00000105287","648","648"
"30278","ENSG00000105321","109","109"
"30279","ENSG00000182264","4","4"
"30280","ENSG00000142541","132","132"
"30281","ENSG00000169169","645","645"
"30282","ENSG00000039650","241","241"
"30283","ENSG00000196417","319","319"
"30284","ENSG00000196417","425","425"
"30285","ENSG00000105617","19","19"
"30286","ENSG00000125505","396","396"
"30287","ENSG00000242019","33","33"
"30288","ENSG00000240403","74","74"
"30289","ENSG00000088053","20","20"
"30290","ENSG00000131848","110","110"
"30291","ENSG00000196867","333","333"
"30292","ENSG00000101280","76","76"
"30293","ENSG00000101365","316","316"
"30294","ENSG00000088854","710","710"
"30295","ENSG00000101384","316","316"
"30296","ENSG00000149474","5","5"
"30297","ENSG00000101343","386","386"
"30298","ENSG00000197586","67","67"
"30299","ENSG00000100994","94","94"
"30300","ENSG00000101003","25","25"
"30301","ENSG00000197122","269","269"
"30302","ENSG00000149633","920","920"
"30303","ENSG00000124177","2676","2676"
"30304","ENSG00000204070","23","23"
"30305","ENSG00000124151","1312","1312"
"30306","ENSG00000124207","571","571"
"30307","ENSG00000124201","206","206"
"30308","ENSG00000087589","262","262"
"30309","ENSG00000196227","41","41"
"30310","ENSG00000179242","418","418"
"30311","ENSG00000130699","829","829"
"30312","ENSG00000154721","211","211"
"30313","ENSG00000171189","705","705"
"30314","ENSG00000240432","141","141"
"30315","ENSG00000159212","679","679"
"30316","ENSG00000177398","499","499"
"30317","ENSG00000272804","124","124"
"30318","ENSG00000167037","512","512"
"30319","ENSG00000100012","277","277"
"30320","ENSG00000133424","671","671"
"30321","ENSG00000239900","268","268"
"30322","ENSG00000100364","299","299"
"30323","ENSG00000047648","133","133"
"30324","ENSG00000185448","167","167"
"30325","ENSG00000126012","1107","1107"
"30326","ENSG00000089472","488","488"
"30327","ENSG00000147202","934","934"
"30328","ENSG00000198960","44","44"
"30329","ENSG00000189108","97","97"
"30330","ENSG00000133138","121","121"
"30331","ENSG00000130224","372","372"
"30332","ENSG00000102021","148","148"
"30333","ENSG00000156920","2269","2269"
"30334","ENSG00000011677","405","405"
"30335","ENSG00000183837","277","277"
"30336","ENSG00000063587","121","121"
"30337","ENSG00000185825","118","118"
"30338","ENSG00000160211","361","361"
"30339","ENSG00000155962","7","7"
"30340","ENSG00000126107","313","313"
"30341","ENSG00000163374","500","500"
"30342","ENSG00000027644","983","983"
"30343","ENSG00000197403","76","76"
"30344","ENSG00000184022","129","129"
"30345","ENSG00000125637","263","263"
"30346","ENSG00000160796","1994","1994"
"30347","ENSG00000004838","398","398"
"30348","ENSG00000186439","45","45"
"30349","ENSG00000153303","311","311"
"30350","ENSG00000164488","351","351"
"30351","ENSG00000184465","138","138"
"30352","ENSG00000146963","235","235"
"30353","ENSG00000164867","386","386"
"30354","ENSG00000164695","184","184"
"30355","ENSG00000086102","983","983"
"30356","ENSG00000138190","292","292"
"30357","ENSG00000197177","139","139"
"30358","ENSG00000125384","230","230"
"30359","ENSG00000260916","119","119"
"30360","ENSG00000141510","273","273"
"30361","ENSG00000109061","93","93"
"30362","ENSG00000068120","111","111"
"30363","ENSG00000108797","1085","1085"
"30364","ENSG00000130702","3236","3236"
"30365","ENSG00000184571","510","510"
"30366","ENSG00000102053","373","373"
"30367","ENSG00000130695","267","267"
"30368","ENSG00000162399","192","192"
"30369","ENSG00000155380","429","429"
"30370","ENSG00000132681","328","328"
"30371","ENSG00000117586","68","68"
"30372","ENSG00000143669","3046","3046"
"30373","ENSG00000183733","138","138"
"30374","ENSG00000074047","84","84"
"30375","ENSG00000136709","84","84"
"30376","ENSG00000171234","401","401"
"30377","ENSG00000151962","73","73"
"30378","ENSG00000145703","1161","1161"
"30379","ENSG00000164402","415","415"
"30380","ENSG00000124788","545","545"
"30381","ENSG00000137261","901","901"
"30382","ENSG00000274290","125","125"
"30383","ENSG00000196747","111","111"
"30384","ENSG00000146376","448","448"
"30385","ENSG00000106384","129","129"
"30386","ENSG00000133561","102","102"
"30387","ENSG00000170631","184","184"
"30388","ENSG00000106804","253","253"
"30389","ENSG00000180264","481","481"
"30390","ENSG00000151655","544","544"
"30391","ENSG00000198018","357","357"
"30392","ENSG00000151117","166","166"
"30393","ENSG00000082805","1006","1006"
"30394","ENSG00000111666","292","292"
"30395","ENSG00000075856","705","705"
"30396","ENSG00000158104","110","110"
"30397","ENSG00000139517","419","419"
"30398","ENSG00000219200","117","117"
"30399","ENSG00000161960","236","236"
"30400","ENSG00000083290","671","671"
"30401","ENSG00000129667","534","534"
"30402","ENSG00000067900","581","581"
"30403","ENSG00000049759","646","646"
"30404","ENSG00000187187","358","358"
"30405","ENSG00000105723","144","144"
"30406","ENSG00000088833","104","104"
"30407","ENSG00000054793","698","698"
"30408","ENSG00000047644","896","896"
"30409","ENSG00000044446","572","572"
"30410","ENSG00000147160","129","129"
"30411","ENSG00000143107","97","97"
"30412","ENSG00000082482","388","388"
"30413","ENSG00000154370","328","328"
"30414","ENSG00000185875","285","285"
"30415","ENSG00000184743","312","312"
"30416","ENSG00000072657","617","617"
"30417","ENSG00000276644","435","435"
"30418","ENSG00000142208","17","17"
"30419","ENSG00000185245","601","601"
"30420","ENSG00000076351","204","204"
"30421","ENSG00000076826","1206","1206"
"30422","ENSG00000101916","38","38"
"30423","ENSG00000068394","144","144"
"30424","ENSG00000147130","1303","1303"
"30425","ENSG00000116885","328","328"
"30426","ENSG00000187140","30","30"
"30427","ENSG00000069712","692","692"
"30428","ENSG00000270629","2869","2869"
"30429","ENSG00000159450","1831","1831"
"30430","ENSG00000162733","338","338"
"30431","ENSG00000117594","125","125"
"30432","ENSG00000092978","382","382"
"30433","ENSG00000162951","163","163"
"30434","ENSG00000115561","28","28"
"30435","ENSG00000135912","1191","1191"
"30436","ENSG00000181789","204","204"
"30437","ENSG00000121879","545","545"
"30438","ENSG00000113600","495","495"
"30439","ENSG00000196787","6","6"
"30440","ENSG00000146263","824","824"
"30441","ENSG00000197081","1600","1600"
"30442","ENSG00000164604","212","212"
"30443","ENSG00000197892","774","774"
"30444","ENSG00000206579","643","643"
"30445","ENSG00000137033","149","149"
"30446","ENSG00000095209","106","106"
"30447","ENSG00000165124","3159","3159"
"30448","ENSG00000138109","328","328"
"30449","ENSG00000149806","91","91"
"30450","ENSG00000149313","202","202"
"30451","ENSG00000160695","214","214"
"30452","ENSG00000135392","149","149"
"30453","ENSG00000133640","429","429"
"30454","ENSG00000092203","60","60"
"30455","ENSG00000168806","525","525"
"30456","ENSG00000278570","384","384"
"30457","ENSG00000158486","2116","2116"
"30458","ENSG00000141510","175","175"
"30459","ENSG00000133026","1345","1345"
"30460","ENSG00000168610","423","423"
"30461","ENSG00000181143","114","114"
"30462","ENSG00000269058","73","73"
"30463","ENSG00000160111","424","424"
"30464","ENSG00000101361","225","225"
"30465","ENSG00000088881","557","557"
"30466","ENSG00000101417","181","181"
"30467","ENSG00000133424","708","708"
"30468","ENSG00000169093","413","413"
"30469","ENSG00000181544","218","218"
"30470","ENSG00000086758","2400","2400"
"30471","ENSG00000085224","2197","2197"
"30472","ENSG00000126952","7","7"
"30473","ENSG00000134594","137","137"
"30474","ENSG00000155961","125","125"
"30475","ENSG00000204478","385","385"
"30476","ENSG00000158055","24","24"
"30477","ENSG00000137962","322","322"
"30478","ENSG00000085491","37","37"
"30479","ENSG00000143631","2784","2784"
"30480","ENSG00000143515","75","75"
"30481","ENSG00000054267","1154","1154"
"30482","ENSG00000158019","172","172"
"30483","ENSG00000274286","181","181"
"30484","ENSG00000183091","855","855"
"30485","ENSG00000144357","1406","1406"
"30486","ENSG00000155657","26414","26414"
"30487","ENSG00000119042","567","567"
"30488","ENSG00000135902","449","449"
"30489","ENSG00000144481","371","371"
"30490","ENSG00000132321","398","398"
"30491","ENSG00000115677","33","33"
"30492","ENSG00000196653","264","264"
"30493","ENSG00000114861","504","504"
"30494","ENSG00000163914","263","263"
"30495","ENSG00000250588","367","367"
"30496","ENSG00000121879","1047","1047"
"30497","ENSG00000169744","326","326"
"30498","ENSG00000033178","1017","1017"
"30499","ENSG00000171195","187","187"
"30500","ENSG00000163625","1748","1748"
"30501","ENSG00000164164","432","432"
"30502","ENSG00000083857","2060","2060"
"30503","ENSG00000154162","86","86"
"30504","ENSG00000168685","13","13"
"30505","ENSG00000130449","605","605"
"30506","ENSG00000006837","83","83"
"30507","ENSG00000113580","84","84"
"30508","ENSG00000176783","468","468"
"30509","ENSG00000164627","486","486"
"30510","ENSG00000135336","608","608"
"30511","ENSG00000112182","37","37"
"30512","ENSG00000091831","370","370"
"30513","ENSG00000106609","98","98"
"30514","ENSG00000164692","863","863"
"30515","ENSG00000137574","147","147"
"30516","ENSG00000205038","2910","2910"
"30517","ENSG00000183354","1671","1671"
"30518","ENSG00000153707","1203","1203"
"30519","ENSG00000122728","968","968"
"30520","ENSG00000106772","83","83"
"30521","ENSG00000148396","1597","1597"
"30522","ENSG00000150076","315","315"
"30523","ENSG00000172538","29","29"
"30524","ENSG00000171862","48","48"
"30525","ENSG00000151923","232","232"
"30526","ENSG00000117983","736","736"
"30527","ENSG00000006071","410","410"
"30528","ENSG00000171714","602","602"
"30529","ENSG00000182255","566","566"
"30530","ENSG00000214517","32","32"
"30531","ENSG00000137474","1071","1071"
"30532","ENSG00000149231","229","229"
"30533","ENSG00000154114","255","255"
"30534","ENSG00000139132","685","685"
"30535","ENSG00000185958","139","139"
"30536","ENSG00000065361","667","667"
"30537","ENSG00000179104","571","571"
"30538","ENSG00000183273","243","243"
"30539","ENSG00000224982","23","23"
"30540","ENSG00000133114","23","23"
"30541","ENSG00000204977","278","278"
"30542","ENSG00000083520","206","206"
"30543","ENSG00000005810","1330","1330"
"30544","ENSG00000165501","87","87"
"30545","ENSG00000165959","588","588"
"30546","ENSG00000092529","16","16"
"30547","ENSG00000128833","937","937"
"30548","ENSG00000137766","1319","1319"
"30549","ENSG00000136378","198","198"
"30550","ENSG00000185787","138","138"
"30551","ENSG00000183751","271","271"
"30552","ENSG00000103540","703","703"
"30553","ENSG00000182601","358","358"
"30554","ENSG00000188603","120","120"
"30555","ENSG00000121281","203","203"
"30556","ENSG00000150394","211","211"
"30557","ENSG00000118557","740","740"
"30558","ENSG00000225614","1201","1201"
"30559","ENSG00000170310","115","115"
"30560","ENSG00000109072","19","19"
"30561","ENSG00000006125","871","871"
"30562","ENSG00000177469","354","354"
"30563","ENSG00000131482","38","38"
"30564","ENSG00000167895","402","402"
"30565","ENSG00000101544","787","787"
"30566","ENSG00000141905","480","480"
"30567","ENSG00000167670","909","909"
"30568","ENSG00000181143","9221","9221"
"30569","ENSG00000161249","219","219"
"30570","ENSG00000185869","372","372"
"30571","ENSG00000088038","736","736"
"30572","ENSG00000185792","573","573"
"30573","ENSG00000188559","491","491"
"30574","ENSG00000130684","176","176"
"30575","ENSG00000100150","1090","1090"
"30576","ENSG00000146950","982","982"
"30577","ENSG00000130988","64","64"
"30578","ENSG00000049768","114","114"
"30579","ENSG00000157502","307","307"
"30580","ENSG00000118473","806","806"
"30581","ENSG00000116539","1225","1225"
"30582","ENSG00000151418","52","52"
"30583","ENSG00000144028","556","556"
"30584","ENSG00000115109","131","131"
"30585","ENSG00000128656","119","119"
"30586","ENSG00000065534","152","152"
"30587","ENSG00000035928","49","49"
"30588","ENSG00000168944","782","782"
"30589","ENSG00000133706","474","474"
"30590","ENSG00000249853","196","196"
"30591","ENSG00000111879","723","723"
"30592","ENSG00000010818","941","941"
"30593","ENSG00000146587","148","148"
"30594","ENSG00000172209","250","250"
"30595","ENSG00000107099","1605","1605"
"30596","ENSG00000119938","260","260"
"30597","ENSG00000248746","107","107"
"30598","ENSG00000111537","108","108"
"30599","ENSG00000111450","51","51"
"30600","ENSG00000120693","84","84"
"30601","ENSG00000161905","316","316"
"30602","ENSG00000141510","176","176"
"30603","ENSG00000008838","246","246"
"30604","ENSG00000170558","645","645"
"30605","ENSG00000105429","434","434"
"30606","ENSG00000086967","53","53"
"30607","ENSG00000100330","171","171"
"30608","ENSG00000184867","541","541"
"30609","ENSG00000123561","346","346"
"30610","ENSG00000175087","316","316"
"30611","ENSG00000152518","157","157"
"30612","ENSG00000115665","11","11"
"30613","ENSG00000155657","14735","14735"
"30614","ENSG00000145191","350","350"
"30615","ENSG00000121892","896","896"
"30616","ENSG00000197410","1962","1962"
"30617","ENSG00000082516","292","292"
"30618","ENSG00000146399","319","319"
"30619","ENSG00000164920","47","47"
"30620","ENSG00000165699","948","948"
"30621","ENSG00000179817","233","233"
"30622","ENSG00000181785","106","106"
"30623","ENSG00000212128","145","145"
"30624","ENSG00000167552","410","410"
"30625","ENSG00000139641","806","806"
"30626","ENSG00000166866","328","328"
"30627","ENSG00000005810","3642","3642"
"30628","ENSG00000100916","266","266"
"30629","ENSG00000174485","844","844"
"30630","ENSG00000180096","139","139"
"30631","ENSG00000171634","1965","1965"
"30632","ENSG00000171236","106","106"
"30633","ENSG00000130816","859","859"
"30634","ENSG00000101343","534","534"
"30635","ENSG00000118705","328","328"
"30636","ENSG00000147082","116","116"
"30637","ENSG00000171100","388","388"
"30638","ENSG00000175756","4","4"
"30639","ENSG00000197312","138","138"
"30640","ENSG00000127481","2539","2539"
"30641","ENSG00000117450","21","21"
"30642","ENSG00000116791","279","279"
"30643","ENSG00000081052","588","588"
"30644","ENSG00000121879","1043","1043"
"30645","ENSG00000186090","82","82"
"30646","ENSG00000138688","3858","3858"
"30647","ENSG00000137364","71","71"
"30648","ENSG00000124657","88","88"
"30649","ENSG00000118434","14","14"
